cwvScore,loadState,invoker,invokeCategory
792,dom-interactive,DOMWindow.onDOMContentLoaded,domcument-body-DOMWindow
792,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/pages/_templates/standard-article-dcfd7737781025b9.js,_templates
792,dom-interactive,DOMWindow.onDOMContentLoaded,domcument-body-DOMWindow
792,complete,BUTTON#onetrust-accept-btn-handler.onclick,onetrust
792,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/main-1d83e0a8fd0ed5f5.js,main.js
792,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/pages/_app-2afb50904e043b7a.js,app.js
792,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/pages/_templates/standard-article-dcfd7737781025b9.j,_templates
792,loading,,
792,complete,BUTTON#onetrust-accept-btn-handler.onclick,onetrust
792,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/pages/_templates/standard-article-dcfd7737781025b9.js,_templates
792,dom-interactive,DOMWindow.onDOMContentLoaded,domcument-body-DOMWindow
800,complete,TimerHandler:setTimeout,other
800,complete,TimerHandler:setTimeout,other
800,complete,TimerHandler:setInterval,other
800,complete,TimerHandler:setTimeout,other
800,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/5962.4ca3a23326e8a91b.js,hdm miscellaneous
800,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/main-1d83e0a8fd0ed5f5.js,main.js
800,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/pages/_app-2afb50904e043b7a.js,app.js
800,dom-interactive,,
800,complete,BUTTON#onetrust-accept-btn-handler.onclick,onetrust
800,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/pages/_templates/standard-article-dcfd7737781025b9.js,_templates
800,dom-interactive,DOMWindow.onDOMContentLoaded,domcument-body-DOMWindow
800,complete,https://www.popularmechanics.com/_assets/oply/public/21018620252/s/us_popularmechanics.js,other
800,complete,XMLHttpRequest.onreadystatechange,other
800,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/main-1d83e0a8fd0ed5f5.js,main.js
800,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/pages/_app-2afb50904e043b7a.js,app.js
800,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/pages/_templates/standard-article-dcfd7737781025b9.js,_templates
800,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/pages/_templates/standard-article-dcfd7737781025b9.js,_templates
800,dom-interactive,DOMWindow.onDOMContentLoaded,domcument-body-DOMWindow
800,loading,https://www.popularmechanics.com/science/environment/a61585473/single-ancestor-life-earth-luca-discovery/,other
800,loading,https://www.popularmechanics.com/_assets/moapt/2.210.0/moapt-bundle-hdm.js,other
800,loading,https://www.popularmechanics.com/_assets/moapt/2.210.0/moapt-data.js,other
800,dom-content-loaded,TimerHandler:setInterval,other
800,dom-content-loaded,FrameRequestCallback,other
800,complete,BUTTON#onetrust-accept-btn-handler.onclick,onetrust
800,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/pages/_templates/standard-article-dcfd7737781025b9.js,_templates
800,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/pages/_templates/standard-article-dcfd7737781025b9.js,_templates
800,dom-interactive,DOMWindow.onDOMContentLoaded,domcument-body-DOMWindow
800,complete,BUTTON#onetrust-accept-btn-handler.onclick,onetrust
800,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/pages/_templates/standard-article-dcfd7737781025b9.js,_templates
800,dom-interactive,DOMWindow.onDOMContentLoaded,domcument-body-DOMWindow
808,complete,BUTTON#onetrust-accept-btn-handler.onclick,onetrust
808,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/main-1d83e0a8fd0ed5f5.js,main.js
808,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/pages/_app-2afb50904e043b7a.js,app.js
808,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/pages/_templates/standard-article-dcfd7737781025b9.j,_templates
808,complete,BUTTON#onetrust-accept-btn-handler.onclick,onetrust
808,complete,BUTTON#onetrust-accept-btn-handler.onclick,onetrust
808,complete,BUTTON#onetrust-accept-btn-handler.onclick,onetrust
808,complete,#document.ontouchmove,domcument-body-DOMWindow
808,complete,#document.onpointerup,domcument-body-DOMWindow
808,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/main-1d83e0a8fd0ed5f5.js,main.js
808,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/pages/_app-2afb50904e043b7a.js,app.js
808,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/pages/_templates/standard-article-dcfd7737781025b9.js,_templates
808,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/pages/_templates/standard-article-dcfd7737781025b9.js,_templates
808,dom-interactive,DOMWindow.onDOMContentLoaded,domcument-body-DOMWindow
816,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/pages/_templates/standard-article-dcfd7737781025b9.js,_templates
816,dom-interactive,DOMWindow.onDOMContentLoaded,domcument-body-DOMWindow
816,complete,BUTTON#onetrust-accept-btn-handler.onclick,onetrust
816,complete,BUTTON#onetrust-accept-btn-handler.onclick,onetrust
816,complete,BUTTON#onetrust-accept-btn-handler.onclick,onetrust
816,complete,DOMWindow.onmessage,domcument-body-DOMWindow
816,complete,BUTTON#onetrust-accept-btn-handler.onclick,onetrust
816,dom-content-loaded,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/media/cmp.script.a020e6f8.js,hdm miscellaneous
816,complete,BUTTON#onetrust-accept-btn-handler.onclick,onetrust
816,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/pages/_templates/standard-article-dcfd7737781025b9.js,_templates
816,dom-interactive,DOMWindow.onDOMContentLoaded,domcument-body-DOMWindow
816,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/pages/_templates/standard-article-dcfd7737781025b9.js,_templates
824,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/pages/_templates/standard-article-dcfd7737781025b9.js,_templates
824,dom-interactive,DOMWindow.onDOMContentLoaded,domcument-body-DOMWindow
824,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/webpack-286fc9ef8829ac3c.js,hdm miscellaneous
824,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/main-1d83e0a8fd0ed5f5.js,main.js
824,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/pages/_app-2afb50904e043b7a.js,app.js
824,dom-interactive,,
824,complete,https://connect.facebook.net/en_US/fbevents.js,other
824,dom-content-loaded,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/media/cmp.script.a020e6f8.js,hdm miscellaneous
824,dom-content-loaded,FrameRequestCallback,other
824,dom-content-loaded,FrameRequestCallback,other
824,complete,BUTTON#onetrust-accept-btn-handler.onclick,onetrust
824,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/pages/_templates/standard-article-dcfd7737781025b9.js,_templates
824,dom-interactive,DOMWindow.onDOMContentLoaded,domcument-body-DOMWindow
824,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/pages/_templates/standard-article-dcfd7737781025b9.js,_templates
824,dom-interactive,DOMWindow.onDOMContentLoaded,domcument-body-DOMWindow
824,complete,DIV.onclick,other
832,dom-content-loaded,IntersectionObserverCallback,other
832,dom-content-loaded,https://cdn.cookielaw.org/scripttemplates/202402.1.0/otBannerSdk.js,other
832,dom-content-loaded,TimerHandler:setTimeout,other
832,dom-content-loaded,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/4028.d516d8e5bdc82258.js,hdm miscellaneous
832,dom-content-loaded,https://www.popularmechani,other
832,complete,DIV.onclick,other
832,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/pages/_templates/standard-article-dcfd7737781025b9.js,_templates
832,dom-interactive,DOMWindow.onDOMContentLoaded,domcument-body-DOMWindow
832,dom-content-loaded,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/6617.4f078cab2e77bc09.js,hdm miscellaneous
832,dom-content-loaded,TimerHandler:setTimeout,other
832,dom-content-loaded,TimerHandler:setTimeout,other
832,complete,BUTTON#onetrust-accept-btn-handler.onclick,onetrust
832,complete,BUTTON#onetrust-accept-btn-handler.onclick,onetrust
840,complete,DOMWindow.onclick,domcument-body-DOMWindow
840,complete,#document.onclick,domcument-body-DOMWindow
840,complete,#document.onclick,domcument-body-DOMWindow
840,complete,BODY.onclick,domcument-body-DOMWindow
840,complete,BODY.onclick,domcument-body-DOMWindow
840,complete,BODY.onclick,domcument-body-DOMWindow
840,complete,BODY.onclick,domcument-body-DOMWindow
840,complete,BODY.onclick,domcument-body-DOMWindow
840,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/webpack-286fc9ef8829ac3c.js,hdm miscellaneous
840,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/main-1d83e0a8fd0ed5f5.js,main.js
840,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/pages/_app-2afb50904e043b7a.js,app.js
840,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/pages/_templates/standard-article-dcfd7737781025b9.js,_templates
840,complete,DOMWindow.onresize,domcument-body-DOMWindow
840,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/main-1d83e0a8fd0ed5f5.js,main.js
840,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/pages/_app-2afb50904e043b7a.js,app.js
840,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/pages/_templates/standard-article-dcfd7737781025b9.j,_templates
840,dom-content-loaded,TimerHandler:setTimeout,other
840,dom-content-loaded,FrameRequestCallback,other
840,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/main-1d83e0a8fd0ed5f5.js,main.js
840,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/pages/_app-2afb50904e043b7a.js,app.js
840,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/pages/_templates/standard-article-dcfd7737781025b9.j,_templates
840,dom-interactive,XMLHttpRequest.onload,other
840,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/webpack-286fc9ef8829ac3c.js,hdm miscellaneous
840,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/main-1d83e0a8fd0ed5f5.js,main.js
840,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunk,hdm miscellaneous
840,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/main-1d83e0a8fd0ed5f5.js,main.js
840,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/pages/_app-2afb50904e043b7a.js,app.js
840,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/pages/_templates/standard-article-dcfd7737781025b9,_templates
840,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/pages/_templates/standard-article-dcfd7737781025b9.js,_templates
840,dom-interactive,DOMWindow.onDOMContentLoaded,domcument-body-DOMWindow
840,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/main-1d83e0a8fd0ed5f5.js,main.js
840,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/pages/_app-2afb50904e043b7a.js,app.js
840,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/pages/_templates/standard-article-dcfd7737781025b9.js,_templates
840,dom-interactive,,
840,complete,BUTTON#onetrust-accept-btn-handler.onclick,onetrust
840,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/pages/_templates/standard-article-dcfd7737781025b9.js,_templates
840,dom-interactive,DOMWindow.onDOMContentLoaded,domcument-body-DOMWindow
848,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/pages/_templates/standard-article-dcfd7737781025b9.js,_templates
848,dom-interactive,DOMWindow.onDOMContentLoaded,domcument-body-DOMWindow
848,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/pages/_templates/standard-article-dcfd7737781025b9.js,_templates
848,dom-interactive,DOMWindow.onDOMContentLoaded,domcument-body-DOMWindow
848,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/pages/_templates/standard-article-dcfd7737781025b9.js,_templates
848,dom-interactive,DOMWindow.onDOMContentLoaded,domcument-body-DOMWindow
848,complete,BUTTON#onetrust-accept-btn-handler.onclick,onetrust
848,complete,BUTTON#onetrust-accept-btn-handler.onclick,onetrust
848,complete,BODY.onclick,domcument-body-DOMWindow
848,complete,DOMWindow.onresize,domcument-body-DOMWindow
848,complete,TimerHandler:setTimeout,other
848,complete,BUTTON#onetrust-accept-btn-handler.onclick,onetrust
848,dom-content-loaded,BODY.onclick,domcument-body-DOMWindow
848,dom-content-loaded,BUTTON.onclick,other
856,complete,BUTTON#onetrust-accept-btn-handler.onclick,onetrust
856,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/pages/_templates/standard-article-dcfd7737781025b9.js,_templates
856,dom-interactive,DOMWindow.onDOMContentLoaded,domcument-body-DOMWindow
856,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/pages/_templates/standard-article-dcfd7737781025b9.js,_templates
856,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/pages/_templates/standard-article-dcfd7737781025b9.js,_templates
856,complete,BUTTON#onetrust-accept-btn-handler.onclick,onetrust
856,complete,BUTTON#onetrust-accept-btn-handler.onclick,onetrust
856,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/pages/_templates/standard-article-dcfd7737781025b9.js,_templates
856,dom-interactive,DOMWindow.onDOMContentLoaded,domcument-body-DOMWindow
856,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/pages/_templates/standard-article-dcfd7737781025b9.js,_templates
856,dom-interactive,DOMWindow.onDOMContentLoaded,domcument-body-DOMWindow
856,complete,BUTTON#onetrust-accept-btn-handler.onclick,onetrust
864,complete,MessagePort.onmessage,other
864,dom-content-loaded,https://www.popularmechanics.com/_assets/moapt/2.210.0/moapt-bidder-pb-hdm.8.51.0.js,other
864,dom-content-loaded,SCRIPT[src=/_assets/moapt/2.210.0/moapt-bidder-pb-hdm.8.51.0.js].onload,script
864,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/pages/_templates/standard-article-dcfd7737781025b9.js,_templates
864,dom-interactive,DOMWindow.onDOMContentLoaded,domcument-body-DOMWindow
864,complete,BUTTON#onetrust-accept-btn-handler.onclick,onetrust
864,complete,BUTTON#onetrust-accept-btn-handler.onclick,onetrust
864,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/pages/_templates/standard-article-dcfd7737781025b9.js,_templates
864,dom-interactive,DOMWindow.onDOMContentLoaded,domcument-body-DOMWindow
864,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/pages/_templates/standard-article-dcfd7737781025b9.js,_templates
872,complete,BUTTON#onetrust-accept-btn-handler.onclick,onetrust
872,dom-content-loaded,FrameRequestCallback,other
872,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/webpack-286fc9ef8829ac3c.js,hdm miscellaneous
872,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/main-1d83e0a8fd0ed5f5.js,main.js
872,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/pages/_app-2afb50904e043b7a.js,app.js
872,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/main-1d83e0a8fd0ed5f5.js,main.js
872,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/pages/_app-2afb50904e043b7a.js,app.js
872,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/pages/_templates/standard-article-dcfd7737781025b9.js,_templates
872,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/main-1d83e0a8fd0ed5f5.js,main.js
872,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/pages/_app-2afb50904e043b7a.js,app.js
872,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/pages/_templates/standard-article-dcfd7737781025b9.js,_templates
872,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/webpack-286fc9ef8829ac3c.js,hdm miscellaneous
872,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/main-1d83e0a8fd0ed5f5.js,main.js
872,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/pages/_app-2afb50904e043b7a.js,app.js
872,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/pages/_templates/standard-article-dcfd7737781025b9.js,_templates
872,dom-interactive,DOMWindow.onDOMContentLoaded,domcument-body-DOMWindow
880,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/pages/_templates/standard-article-dcfd7737781025b9.js,_templates
880,dom-interactive,DOMWindow.onDOMContentLoaded,domcument-body-DOMWindow
880,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/4779-3698c913990ca001.js,hdm miscellaneous
880,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/webpack-286fc9ef8829ac3c.js,hdm miscellaneous
880,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/main-1d83e0a8fd0ed5f5.js,main.js
880,dom-interactive,,
880,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/main-1d83e0a8fd0ed5f5.js,main.js
880,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/pages/_app-2afb50904e043b7a.js,app.js
880,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/pages/_templates/standard-article-dcfd7737781025b9.js,_templates
880,dom-interactive,TimerHandler:setTimeout,other
880,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/pages/_templates/standard-article-dcfd7737781025b9.js,_templates
880,dom-interactive,DOMWindow.onDOMContentLoaded,domcument-body-DOMWindow
880,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/main-1d83e0a8fd0ed5f5.js,main.js
880,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/pages/_app-2afb50904e043b7a.js,app.js
880,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/pages/_templates/standard-article-dcfd7737781025b9.js,_templates
888,dom-content-loaded,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/451.ed61572fa4874a6d.js,hdm miscellaneous
888,dom-content-loaded,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/9649-a1f0cd6a77167b36.js,hdm miscellaneous
888,dom-content-loaded,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/media/cmp.script.a020e6f8.js,hdm miscellaneous
888,complete,BUTTON#onetrust-accept-btn-handler.onclick,onetrust
888,dom-interactive,https://www.popularmechanics.com/science/environment/a61585473/single-ancestor-life-earth-luca-discovery/,other
888,dom-interactive,https://www.popularmechanics.com/science/environment/a61585473/single-ancestor-life-earth-luca-discovery/,other
888,dom-interactive,https://www.popularmechanics.com/_assets/moapt/2.210.0/moapt-data.js,other
888,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/main-1d83e0a8fd0ed5f5.js,main.js
888,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/pages/_app-2afb50904e043b7a.js,app.js
888,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/pages/_templates/standard-article-dcfd7737781025b9.j,_templates
888,complete,BUTTON#onetrust-accept-btn-handler.onclick,onetrust
888,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/pages/_templates/standard-article-dcfd7737781025b9.js,_templates
888,dom-interactive,DOMWindow.onDOMContentLoaded,domcument-body-DOMWindow
888,complete,PerformanceObserverCallback,other
896,complete,#document.onclick,domcument-body-DOMWindow
896,complete,#document.onclick,domcument-body-DOMWindow
896,dom-content-loaded,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/451.ed61572fa4874a6d.js,hdm miscellaneous
896,dom-content-loaded,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/9649-a1f0cd6a77167b36.js,hdm miscellaneous
896,dom-content-loaded,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/7491.a49b8fa77342f9e0.js,hdm miscellaneous
896,dom-content-loaded,invoker_,other
896,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/main-1d83e0a8fd0ed5f5.js,main.js
896,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/pages/_app-2afb50904e043b7a.js,app.js
896,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/pages/_templates/standard-article-dcfd7737781025b9,_templates
896,complete,BUTTON#onetrust-accept-btn-handler.onclick,onetrust
896,dom-content-loaded,PerformanceObserverCallback,other
896,dom-content-loaded,https://www.popularmechanics.com/_assets/moapt/2.210.0/moapt-bidder-pb-hdm.8.51.0.js,other
896,dom-content-loaded,SCRIPT[src=/_assets/moapt/2.210.0/moapt-bidder-pb-hdm.8.51.0.js].onload,script
896,dom-content-loaded,FrameRequestCallback,other
896,dom-content-loaded,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/media/cmp.script.a020e6f8.js,hdm miscellaneous
896,dom-content-loaded,FrameRequestCallback,other
904,dom-content-loaded,FrameRequestCallback,other
904,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/webpack-286fc9ef8829ac3c.js,hdm miscellaneous
904,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/main-1d83e0a8fd0ed5f5.js,main.js
904,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/pages/_app-2afb50904e043b7a.js,app.js
904,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/pages/_templates/standard-article-dcfd7737781025b9.js,_templates
904,dom-interactive,DOMWindow.onDOMContentLoaded,domcument-body-DOMWindow
904,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/pages/_templates/standard-article-dcfd7737781025b9.js,_templates
904,complete,BUTTON#onetrust-accept-btn-handler.onclick,onetrust
904,dom-interactive,https://cdn.cookielaw.org/scripttemplates/otSDKStub.js,other
904,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/main-1d83e0a8fd0ed5f5.js,main.js
904,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/pages/_app-2afb50904e043b7a.js,app.js
904,dom-interactive,https://www,other
904,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/pages/_templates/standard-article-dcfd7737781025b9.js,_templates
904,dom-interactive,DOMWindow.onDOMContentLoaded,domcument-body-DOMWindow
912,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/pages/_templates/standard-article-dcfd7737781025b9.js,_templates
912,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/main-1d83e0a8fd0ed5f5.js,main.js
912,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/pages/_app-2afb50904e043b7a.js,app.js
912,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/pages/_templates/standard-article-dcfd7737781025b9.js,_templates
912,dom-interactive,XMLHttpRequest.onload,other
912,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/pages/_templates/standard-article-dcfd7737781025b9.js,_templates
912,dom-interactive,DOMWindow.onDOMContentLoaded,domcument-body-DOMWindow
912,dom-content-loaded,https://pagead2.googlesyndication.com/pagead/managed/js/activeview/current/ufs_web_display.js,other
912,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/pages/_templates/standard-article-dcfd7737781025b9.js,_templates
912,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/pages/_templates/standard-article-dcfd7737781025b9.js,_templates
912,dom-interactive,DOMWindow.onDOMContentLoaded,domcument-body-DOMWindow
912,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/pages/_templates/standard-article-dcfd7737781025b9.js,_templates
912,dom-interactive,DOMWindow.onDOMContentLoaded,domcument-body-DOMWindow
912,dom-interactive,https://cdn.cookielaw.org/scripttemplates/otSDKStub.js,other
912,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/pages/_templates/standard-article-dcfd7737781025b9.js,_templates
912,dom-interactive,DOMWindow.onDOMContentLoaded,domcument-body-DOMWindow
912,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/main-1d83e0a8fd0ed5f5.js,main.js
912,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/pages/_app-2afb50904e043b7a.js,app.js
912,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/pages/_templates/standard-article-dcfd7737781025b9,_templates
912,dom-interactive,https://www.popularmechanics.com/_assets/moapt/2.210.0/moapt-bidder-pb-hdm.8.51.0.js,other
912,dom-interactive,SCRIPT[src=/_assets/moapt/2.210.0/moapt-bidder-pb-hdm.8.51.0.js].onload,script
912,dom-interactive,https://www.popularmechanics.com/_assets/fre/scopes/hdm/_next/static/chunks/pages/_templates/standard-article-dcfd7737781025b9.js,_templates
912,dom-interactive,,
